x,y
0.355402002,-3.377802044
-2.670688717,-1.674607786
0.760395702,-2.016563067
1.221171491,-1.07119026
1.119580896,1.86126045
2.161561451,2.93685893
1.667844309,8.202001971
0.918360158,-1.993416163
-0.140331423,5.937289594
-3.321921867,1.144044623
0.859236438,1.802145161
0.415375374,4.699277969
0.543157674,-2.490888086
-2.553497152,3.529638985
-2.162113081,2.665808833
2.106305707,3.969805056
-0.079110308,3.156674576
1.363001395,10
0.056636752,-0.550959937
0.059512279,-0.12398782
1.876567612,-0.492562106
-1.032089456,-0.221908477
0.192241554,-0.549548509
-0.924550577,6.756066124
-0.868992455,7.682016992
-0.618344247,-0.282985175
0.444267543,-1.329422292
-0.957497243,3.885662226
2.511512251,-0.208892177
-1.789214604,4.531727271
-0.373743288,2.811692083
-0.879462117,-4.06297646
2.893955769,8.190020805
0.393109553,9.183510692
2.063689079,-0.451154762
-2.971120746,0.44919376
0.534100532,3.143461563
1.779261591,3.33782716
0.164567979,4.634177091
2.13096075,10
-1.0345769,1.29221109
2.81869488,-1.193188978
4.597796247,-3.517276912
-0.725677121,-0.92372016
-0.891005043,1.867492109
2.906768954,9.178231454
3.159144291,-0.070445196
-1.045720054,2.895151807
-0.840373634,1.934308416
-0.563569218,6.753573094
