x,y
-10,-7.006571694
-9.797979798,-8.114912441
-9.595959596,-6.381390601
-9.393939394,-4.469091802
-9.191919192,-7.821842103
-8.98989899,-7.660193106
-8.787878788,-3.871877399
-8.585858586,-5.33381741
-8.383838384,-7.646019479
-8.181818182,-5.460334458
-7.97979798,-7.310673769
-7.777777778,-7.153681729
-7.575757576,-5.576681517
-7.373737374,-9.725550388
-7.171717172,-9.187209402
-6.96969697,-6.700332634
-6.767676768,-7.439803655
-6.565656566,-4.624030587
-6.363636364,-6.906957242
-6.161616162,-7.753900332
-5.95959596,-1.83637923
-5.757575758,-5.057613207
-5.555555556,-4.309388035
-5.353535354,-7.132324655
-5.151515152,-5.20997757
-4.949494949,-3.73775078
-4.747474747,-6.099966953
-4.545454545,-2.8849676
-4.343434343,-4.676024855
-4.141414141,-3.896518813
-3.939393939,-4.354928376
-3.737373737,0.714657379
-3.535353535,-2.855277278
-3.333333333,-4.782088525
-3.131313131,-0.859960681
-2.929292929,-4.785121643
-2.727272727,-1.764090992
-2.525252525,-5.939542268
-2.323232323,-4.514957956
-2.121212121,-1.303247225
-1.919191919,-0.058420375
-1.717171717,-1.031000811
-1.515151515,-1.443417777
-1.313131313,-1.652712442
-1.111111111,-3.84593287
-0.909090909,-2.166961144
-0.707070707,-1.486934108
-0.505050505,1.710204048
-0.303030303,0.444812337
-0.101010101,-3.606888392
0.101010101,0.72897602
0.303030303,-0.527740318
0.505050505,-0.949803597
0.707070707,1.789009143
0.909090909,2.789271772
1.111111111,2.751449127
1.313131313,-0.627929996
1.515151515,0.59369646
1.717171717,2.036264237
1.919191919,3.48644379
2.121212121,0.738621221
2.323232323,1.487267905
2.525252525,-0.192467928
2.727272727,-0.210595066
2.929292929,3.968485988
3.131313131,5.217530562
3.333333333,2.522646424
3.535353535,4.835348624
3.737373737,3.71317104
3.939393939,1.861275642
4.141414141,4.035922524
4.343434343,6.550820608
4.545454545,3.564711558
4.747474747,6.92726711
4.949494949,-1.279894249
5.151515152,5.76501713
5.353535354,4.456922419
5.555555556,3.846429744
5.757575758,4.789582159
5.95959596,0.792538938
6.161616162,4.489949154
6.363636364,5.805134234
6.565656566,8.208313342
6.767676768,4.377600978
6.96969697,3.95877037
7.171717172,4.73385965
7.373737374,7.729794134
7.575757576,6.71810828
7.777777778,5.162701815
7.97979798,7.41037325
8.181818182,6.739609644
8.383838384,8.644360688
8.585858586,5.464580681
8.787878788,6.374978737
8.98989899,6.407702886
9.191919192,4.426505457
9.393939394,8.107392069
9.595959596,8.198878221
9.797979798,7.848610752
10,7.530825733
