x,y
6.473237625,5.927171087
-6.839217523,5.690787624
-1.918771215,-5.026513875
-6.479174238,5.814341023
5.02531833,6.787084604
-5.177455088,4.77915635
0.257550391,-5.074445916
5.319975278,6.232253697
-4.534351231,5.7742237
-6.908024076,4.587696299
-6.234153375,5.765863043
6.276690799,6.827183249
-0.702053094,-5.327662147
5.116142564,6.153725106
5.754611884,5.246263836
6.963376129,6.412780927
-6.676922,6.611676289
6.813517217,4.769135684
5.11048557,5.184189715
-0.161285712,-4.595949143
-0.219671888,-4.642887428
5.080575766,7.549934405
6.058208718,4.857029702
-0.990536325,-5.56629773
6.82206016,7.896792983
-5.503285847,5.861735699
0.097077549,-4.031355009
-5.932471795,4.575251814
5.553485048,6.856398794
-7.47852199,5.280155792
-1.062303714,-4.526407569
-5.26153342,6.171368281
-6.072010122,7.003532898
6.625667348,5.142842444
-4.969000478,6.931280119
-2.619745104,-4.178097496
6.173180926,6.38531738
-5.791136405,4.040329876
6.227459935,7.307142754
5.922898291,6.341151975
6.293072473,5.285648582
0.091760777,-6.987568915
0.361636025,-5.645119755
-5.668736569,6.975545127
6.259882794,6.781822872
7.158595579,5.179317682
-0.03471177,-6.168678038
-4.420787184,6.767434729
5.776537215,6.714000494
-6.469474386,6.542560044
0.791031947,-5.909387455
0.915402118,-4.67124889
7.865774511,6.473832921
6.214093744,4.754261221
-0.035826039,-3.435356344
5.153206282,4.485152775
1.886185901,-4.825422187
6.521941566,6.296984673
-6.463417693,5.534270246
4.929107502,6.482472415
-0.342714517,-5.802277269
0.296120277,-4.738944728
4.763049289,4.679543387
4.808696503,6.656553609
5.216746708,5.677938484
-6.115648282,5.698896304
1.402794311,-6.401851063
4.392516765,6.184633859
-0.192360965,-4.698452658
6.013001892,7.453534077
-1.415370742,-5.420645323
0.586857094,-2.809544374
-7.106334974,4.803793376
-1.550663431,-4.931437025
-6.60063869,5.70830625
6.25049285,6.346448209
-7.150993577,6.375698018
-6.601706612,7.852278185
-7.724917833,5.437712471
0.099651365,-5.503475654
-7.328186049,6.196861236
-0.529760204,-4.486732567
0.361395606,-3.461963434
0.06023021,-2.536757888
-5.758037728,4.086719755
1.142822815,-4.248066967
-6.544382725,6.11092259
-6.460638771,7.057122226
-5.65638171,4.236959845
0.005113457,-5.234587133
-5.675916031,5.61491772
1.477894045,-5.518270218
0.087047068,-5.29900735
-0.392108153,-6.463514948
-0.808493603,-5.501757044
-7.01283112,6.314247333
-5.187474178,7.356240029
-6.013497225,4.942289071
5.735343167,8.720169167
-5.352311462,7.523029856
