x,y
-10,-8.74950715
-9.797979798,-8.451531588
-9.595959596,-9.275984318
-9.393939394,-8.161685697
-9.191919192,-7.898846719
-8.98989899,-8.704250408
-8.787878788,-5.922104277
-8.585858586,-7.112025665
-8.383838384,-8.575141881
-8.181818182,-6.525264573
-7.97979798,-7.95447965
-7.777777778,-5.990693174
-7.575757576,-5.417161997
-7.373737374,-7.194419692
-7.171717172,-5.208341042
-6.96969697,-5.556916043
-6.767676768,-4.945616608
-6.565656566,-3.668863583
-6.363636364,-5.60902448
-6.161616162,-5.915352326
-5.95959596,-5.849110389
-5.757575758,-5.573386043
-5.555555556,-4.632657265
-5.353535354,-4.012383379
-5.151515152,-3.874824352
-4.949494949,-3.1223117
-4.747474747,-3.734472856
-4.545454545,-2.091920468
-4.343434343,-3.608091177
-4.141414141,-0.421244975
-3.939393939,-2.313726592
-3.737373737,-3.594531294
-3.535353535,-3.606246033
-3.333333333,-1.850860918
-3.131313131,-2.354775917
-2.929292929,-1.215292435
-2.727272727,-1.254035103
-2.525252525,-1.598081438
-2.323232323,-2.170026041
-2.121212121,-2.636059346
-1.919191919,-1.365706871
-1.717171717,0.139227077
-1.515151515,-0.301057771
-1.313131313,-1.558870092
-1.111111111,0.062069815
-0.909090909,0.476226471
-0.707070707,-0.590928143
-0.505050505,0.648674601
-0.303030303,0.755178415
-0.101010101,-0.243980399
0.101010101,1.458797461
0.303030303,1.863814829
0.505050505,2.588101748
0.707070707,2.760872759
0.909090909,0.531421541
1.111111111,1.173286071
1.313131313,2.82816658
1.515151515,3.028937466
1.717171717,3.232219403
1.919191919,5.77192341
2.121212121,3.692102632
2.323232323,4.458797963
2.525252525,4.479254289
2.727272727,4.378663979
2.929292929,3.614023685
3.131313131,5.259475607
3.333333333,5.845075513
3.535353535,6.046994507
3.737373737,7.010041255
3.939393939,7.214746291
4.141414141,7.916401499
4.343434343,6.691238212
4.545454545,7.484566582
4.747474747,6.820227418
4.949494949,7.186094464
5.151515152,7.676438874
5.353535354,7.389713259
5.555555556,7.066507075
5.757575758,7.193480636
5.95959596,7.629133316
6.161616162,7.222356865
6.363636364,7.5217277
6.565656566,7.484966612
6.767676768,7.289565409
6.96969697,8.141282086
7.171717172,7.700682505
7.373737374,6.914773267
7.575757576,7.589505199
7.777777778,7.345767858
7.97979798,7.810285681
8.181818182,7.326600214
8.383838384,7.539314267
8.585858586,7.734214835
8.787878788,7.851057828
8.98989899,7.239506629
9.191919192,7.507181839
9.393939394,7.472676757
9.595959596,7.426498847
9.797979798,8.159196609
10,7.75785815
